variable,MSE,MSE_SE,MAE,MAE_SE,correlation,count,covars,covars_ind,tau_,tau_ind,regularization,regularization_ind
MacJuv,0.8197994994166139,0.19629201532578353,0.7687658675145944,0.10695759448518526,0.6458041551470187,21,"[""StrPur""]",2,0.5,4,100.0,3
MacPyr,0.8850231978662761,0.3105434727049605,0.7195559231929926,0.1355106031394142,0.6931229773730434,21,"[""StrPur""]",2,0.5,4,100.0,3
MacJuv,0.8034305457225682,0.19530050610912356,0.7482320461749739,0.11035835962884276,0.634931086337214,21,"[""PycHel""]",3,0.5,4,100.0,3
MacPyr,1.017747289099164,0.3230243113231715,0.7949843731756042,0.13887892847832528,0.6449392048656415,21,"[""PycHel""]",3,0.5,4,100.0,3
MacJuv,0.8130227985911166,0.20003121511138144,0.7565707542268647,0.10968671123698388,0.6248156074578085,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,3
MacPyr,0.9443405074057633,0.29367250830496755,0.7707692622081498,0.132335794825298,0.6691637215779941,21,"[""StrPur"", ""PycHel""]",4,0.5,4,100.0,3
MacJuv,0.8499720941084116,0.20487611866741287,0.7763599827228544,0.1111839177522947,0.6391616062924321,21,String[],1,0.2,3,500.0,4
MacPyr,0.9959079699638844,0.32998198708120025,0.7701943415097567,0.1418993739010565,0.6466563899258785,21,String[],1,0.2,3,500.0,4
MacJuv,1.0047250688192886,0.2443600757167792,0.8345418239954431,0.12415011333495582,0.5878854733257777,21,"[""StrPur""]",2,0.05,1,500.0,4
MacPyr,1.0336171926159576,0.3560371096254449,0.7727882647481492,0.14771856526576163,0.6708134150719122,21,"[""StrPur""]",2,0.05,1,500.0,4
MacJuv,3.046934310277026,1.2745839678124904,1.2052341961176232,0.28234242001386656,0.35516658035057497,21,"[""PycHel""]",3,0.05,1,500.0,4
MacPyr,2.569095337708917,0.8509525352471472,1.1762907211987141,0.2434579508796874,0.05998275573666435,21,"[""PycHel""]",3,0.05,1,500.0,4
MacJuv,0.8953366509862445,0.21229418871927372,0.7924937231837083,0.11560500631475008,0.5898389836845743,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,4
MacPyr,1.07854412810163,0.3256266961153395,0.8094720246585109,0.14548181491115678,0.6511102258767127,21,"[""StrPur"", ""PycHel""]",4,0.05,1,500.0,4
MacJuv,0.9441925987367364,0.23222246557855722,0.8101920121132247,0.11995447099726231,0.610969046410053,21,String[],1,0.1,2,500.0,4
MacPyr,1.0692880275493255,0.35456866322851044,0.7849456384834368,0.1505238140918498,0.6547937310555256,21,String[],1,0.1,2,500.0,4
MacJuv,0.9147656254985874,0.22260981769770927,0.7998690142271405,0.1172551034236654,0.6088873325341989,21,"[""StrPur""]",2,0.1,2,500.0,4
MacPyr,0.9547736732880707,0.33108831592791405,0.7303340216976888,0.14515265930029506,0.6838032344960839,21,"[""StrPur""]",2,0.1,2,500.0,4
MacJuv,0.9331307623811459,0.2350290729405247,0.784195585810456,0.1261285149315058,0.5925716317933872,21,"[""PycHel""]",3,0.1,2,500.0,4
MacPyr,1.1366906440242814,0.351817471207984,0.8213386225855676,0.15200222219979617,0.638429271648286,21,"[""PycHel""]",3,0.1,2,500.0,4
MacJuv,0.9020877814474088,0.22556379705758864,0.7831872200405341,0.12014690171048703,0.5879140273631118,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,4
MacPyr,1.0255931240727283,0.31246635790010285,0.7828674486708807,0.14365091052344126,0.6601851244813809,21,"[""StrPur"", ""PycHel""]",4,0.1,2,500.0,4
MacJuv,0.8499720941084116,0.20487611866741287,0.7763599827228544,0.1111839177522947,0.6391616062924321,21,String[],1,0.2,3,500.0,4
MacPyr,0.9959079699638844,0.32998198708120025,0.7701943415097567,0.1418993739010565,0.6466563899258785,21,String[],1,0.2,3,500.0,4
